Entity,Year,Government expenditure on primary education as % of GDP (%),Share of education in government expenditure (% of government expenditure),Total Government expenditure on education (% of GDP),Expected Years of Schooling,"Unemployment, total (% of total labor force)","Literacy rate, youth (ages 15-24), gender parity index (GPI).1","Literacy rate, adult total (% of people ages 15 and above).1"
Peru,2008,1.15102994441986,14.5344200134277,2.8677499294281,13.223262,4.0300002098,0.97804999352,87.66985321
Peru,2009,1.26400005817413,14.5963096618652,3.13994002342224,13.428088,3.9600000381,0.97804999352,87.66985321
Peru,2010,1.13498997688293,13.5555801391602,2.86730003356934,13.632914,3.5999999046,0.97804999352,87.66985321
Peru,2011,1.04128003120422,13.5525503158569,2.6635000705719,13.83774,3.4800000191,0.97804999352,87.66985321
Peru,2013,1.30392003059387,15.2238798141479,3.29729008674622,14.247392,3.5699999332,0.97804999352,87.66985321
Philippines,2001,1.82949995994568,13.9159097671509,2.92463994026184,11.38315,3.7000000477,1.0131800175,92.600059509
Philippines,2004,1.39499998092651,12.7508497238159,2.46983003616333,11.61896,3.5499999523,1.0131800175,92.600059509
Philippines,2005,1.26153004169464,12.4223604202271,2.32806992530823,11.51734,3.7999999523,1.0131800175,92.600059509
Philippines,2007,1.30987000465393,13.6670198440552,2.48517990112305,11.52337,3.4300000668,1.0131800175,92.600059509
Philippines,2009,1.45845997333527,13.2111597061157,2.53777003288269,11.36656,3.8599998951,1.0131800175,92.600059509
Poland,2002,1.81968998908997,11.8893804550171,5.38735008239746,15.32771,19.88999939,1.0003700256,98.742736816
Poland,2003,1.77977001667023,11.6443796157837,5.32449007034302,15.46211,19.649999619,1.0003700256,98.742736816
Poland,2004,1.69851005077362,12.2865896224976,5.35557985305786,14.79946,18.969999313,1.0003700256,98.742736816
Poland,2005,1.68931996822357,12.2673101425171,5.42574977874756,14.97384,17.75,1.0003700256,98.742736816
Poland,2006,1.70080995559692,12.7120704650879,5.20765018463135,14.97493,13.840000153,1.0003700256,98.742736816
Poland,2007,1.57292997837067,11.3506698608398,4.86874008178711,14.98615,9.6000003815,1.0003700256,98.742736816
Poland,2009,1.56054997444153,11.1290302276611,4.98976993560791,15.0537,8.1700000763,1.0003700256,98.742736816
Poland,2010,1.57316994667053,11.064640045166,5.0630202293396,15.30468,9.6400003433,1.0003700256,98.742736816
Poland,2011,1.48054003715515,10.9848604202271,4.82496976852417,15.22449,9.6300001144,1.0003700256,98.742736816
Poland,2012,1.46668994426727,11.2269697189331,4.82954978942871,15.34091,10.090000153,1.0003700256,98.742736816
Portugal,2000,1.545529961586,12.0520000457764,5.16384983062744,15.7043,3.8099999428,1.000880003,94.477050781
Portugal,2001,1.61695003509521,12.095009803772,5.33713006973267,15.89316,3.8299999237,1.000880003,94.477050781
Portugal,2002,1.62791001796722,11.9017200469971,5.25871992111206,15.8093,4.5,1.000880003,94.477050781
Portugal,2003,1.60348999500275,11.650520324707,5.28152990341187,15.87051,6.1300001144,1.000880003,94.477050781
Portugal,2004,1.5760600566864,10.9646501541138,5.04638004302979,15.41162,6.3200001717,1.000880003,94.477050781
Portugal,2005,1.55367994308472,10.8545999526978,5.07394981384277,15.41471,7.5799999237,1.000880003,94.477050781
Portugal,2006,1.48082995414734,10.8683500289917,4.90767002105713,15.42186,7.6500000954,1.000880003,94.477050781
Portugal,2007,1.37323999404907,11.0462102890015,4.92147016525269,15.75298,7.9699997902,1.000880003,94.477050781
Portugal,2008,1.35520994663239,10.3573999404907,4.69609022140503,15.95997,7.5500001907,1.000880003,94.477050781
Portugal,2009,1.50261998176575,11.0769500732422,5.56314992904663,16.01323,9.4300003052,1.000880003,94.477050781
Portugal,2010,1.45722997188568,10.4289102554321,5.41248989105225,16.11691,10.770000458,1.000880003,94.477050781
Paraguay,2000,2.12097001075745,21.5593891143799,4.2302098274231,11.68777,7.6100001335,0.99968999624,94.55821991
Paraguay,2001,2.00902009010315,19.8792190551758,3.83357000350952,12.10714,6.2100000381,0.99968999624,94.55821991
Paraguay,2002,1.81746995449066,18.8153991699219,3.40773010253906,12.57074,9.3900003433,0.99968999624,94.55821991
Paraguay,2003,1.83417999744415,20.8940296173096,3.3827600479126,12.01381,6.8099999428,0.99968999624,94.55821991
Paraguay,2004,1.60291004180908,18.218240737915,2.86989998817444,12.16732,6.5100002289,0.99968999624,94.55821991
Romania,2003,0.544390022754669,11.1390600204468,3.54397010803223,12.834,6.9499998093,0.99962002039,98.604286194
Romania,2004,0.455049991607666,9.84331035614014,3.31273007392883,13.36208,7.7199997902,0.99962002039,98.604286194
Romania,2005,0.475980013608933,10.8366804122925,3.50039005279541,13.66652,7.1700000763,0.99962002039,98.604286194
Romania,2007,0.840219974517822,12.0049600601196,4.14953994750977,14.62832,6.4099998474,0.99962002039,98.604286194
Romania,2009,0.766680002212524,11.0212898254395,4.00213003158569,15.66171,6.8600001335,0.99962002039,98.604286194
Romania,2010,0.567470014095306,9.12913036346436,3.49360990524292,15.55169,6.9600000381,0.99962002039,98.604286194
Romania,2012,0.467839986085892,8.43579006195068,2.96379995346069,14.60478,6.7899999619,0.99962002039,98.604286194
Romania,2013,0.501280009746552,8.97900009155273,3.05173993110657,14.6145935,7.0999999046,0.99962002039,98.604286194
Singapore,2008,0.624520003795624,30.0994091033936,2.76460003852844,14.4,3.9600000381,1.0002900362,95.857330322
Singapore,2009,0.65556001663208,21.852970123291,3.01012992858887,14.5,5.8600001335,1.0002900362,95.857330322
Sierra Leone,2014,1.18971002101898,15.091739654541,2.66291999816895,9.259006,4.6799998283,0.56129384041,32.426170349
El Salvador,2000,1.36102998256683,13.5439701080322,2.83868002891541,11.51992,6.9600000381,1.011070013,83.559463501
El Salvador,2002,1.68174004554749,14.4047498703003,3.242840051651,11.85634,6.1999998093,1.011070013,83.559463501
El Salvador,2003,1.57769000530243,14.0254201889038,3.13467001914978,12.13775,6.9000000954,1.011070013,83.559463501
El Salvador,2005,1.39356005191803,14.1668500900269,3.17785000801086,12.554,7.2199997902,1.011070013,83.559463501
San Marino,2010,0.731959998607636,10.7812900543213,2.62883996963501,,4.3699998856,,
San Marino,2011,0.794290006160736,10.64035987854,2.70296001434326,,5.0599999428,,
Serbia,2007,2.17030000686646,9.97663974761963,4.20983982086182,13.51413,18.059999466,0.99923998117,97.962409973
Serbia,2008,2.22335004806519,10.3908195495605,4.44199991226196,13.60623,13.699999809,0.99923998117,97.962409973
Serbia,2009,2.23988008499146,10.4821796417236,4.48398017883301,13.63441,16.13999939,0.99923998117,97.962409973
Serbia,2010,2.10317993164063,10.0982303619385,4.32780981063843,13.52547,19.219999313,0.99923998117,97.962409973
Slovenia,2002,1.18289995193481,12.0036001205444,5.67286014556885,16.10862,6.3499999046,1.0010000467,99.599998474
Slovenia,2003,1.2386200428009,12.0948095321655,5.70333003997803,16.60168,6.7100000381,1.0010000467,99.599998474
Slovenia,2010,1.58682000637054,11.0519895553589,5.54546022415161,17.14839,7.2600002289,1.0010000467,99.599998474
Slovenia,2011,1.56333994865417,10.8957004547119,5.541259765625,17.0009,8.1999998093,1.0010000467,99.599998474
Slovenia,2012,1.57263994216919,11.3872203826904,5.62023019790649,16.98919,8.8800001144,1.0010000467,99.599998474
Sweden,2000,1.90207004547119,12.9130201339722,6.740149974823,18.785,5.4699997902,,
Sweden,2001,1.82713997364044,12.809700012207,6.61764001846313,18.84447,5.0199999809,,
Sweden,2002,1.95955002307892,13.1446399688721,6.92434978485107,18.60659,4.9699997902,,
Sweden,2003,1.88929998874664,12.8543901443481,6.79142999649048,18.5394,5.5500001907,,
Sweden,2004,1.80884003639221,12.9801397323608,6.66310977935791,15.95156,6.6900000572,,
Sweden,2005,1.72108995914459,12.6876201629639,6.5064001083374,15.89436,7.6700000763,,
Sweden,2006,1.59637999534607,12.7362499237061,6.36429023742676,15.83597,7.0700001717,,
Sweden,2007,1.5566600561142,12.769570350647,6.17158985137939,15.72296,6.1599998474,,
Sweden,2008,1.57273995876312,12.9445600509644,6.34455013275146,15.74573,6.2300000191,,
Sweden,2009,1.65099000930786,13.1823902130127,6.74971008300781,15.73752,8.3500003815,,
Sweden,2010,1.60826003551483,13.2209997177124,6.52268981933594,15.92707,8.6099996567,,
Sweden,2011,1.57471001148224,13.0951204299927,6.36691999435425,15.78343,7.8000001907,,
Sweden,2012,1.68314003944397,15.1362895965576,7.5369701385498,15.79235,7.9800000191,,
Sweden,2013,1.7272200584411599,15.0597896575928,7.61120986938477,18.07908,8.0500001907,,
Seychelles,2011,0.864109992980957,10.3864097595215,3.60644006729126,11.83083,4.1100001335,1.0060800314,91.836456299
Thailand,2001,1.54510998725891,24.241340637207,4.81787014007568,11.53913,2.5999999046,0.99743002653,92.646537781
Thailand,2004,1.24817001819611,21.457670211792,4.03088998794556,12.26729,1.5099999905,0.99743002653,92.646537781
Thailand,2008,1.58371996879578,18.1628494262695,3.50850009918213,13.23031,1.1799999475,0.99743002653,92.646537781
Thailand,2009,1.78269004821777,18.1783008575439,3.86193990707397,13.28016,1.4900000095,0.99743002653,92.646537781
Thailand,2011,2.42563009262085,22.6302394866943,4.80555009841919,13.51762,0.66000002623,0.99743002653,92.646537781
Thailand,2012,2.03203010559082,21.3967990875244,4.53670978546143,13.30149,0.57999998331,0.99743002653,92.646537781
Tonga,2003,1.56796002388,18.619119644165,4.15951013565063,14.52619,5.1799998283,,
Trinidad and Tobago,2001,1.38740003108978,12.1654300689697,3.06528997421265,11.923571,10.880000114,0.99959999323,97.900001526
Trinidad and Tobago,2002,1.71036994457245,14.2852096557617,3.54300999641418,12.037637,10.390000343,0.99959999323,97.900001526
Trinidad and Tobago,2003,1.22899997234344,13.9100704193115,3.13660001754761,12.151704,10.479999542,0.99959999323,97.900001526
Tunisia,2000,2.06614995002747,24.5917797088623,6.20196008682251,13.02899,14.93999958,0.95690000057,74.29699707
Tunisia,2001,2.05566000938416,24.6477603912354,6.20184993743896,13.29303,14.399999619,0.95690000057,74.29699707
Tunisia,2002,1.90264999866486,22.8801307678223,5.79006004333496,13.43705,14.550000191,0.95690000057,74.29699707
Tunisia,2003,2.38450002670288,27.684289932251,6.81675004959106,13.54868,14.510000229,0.95690000057,74.29699707
Tunisia,2005,2.21141004562378,26.6956901550293,6.4515700340271,14.16896,12.869999886,0.95690000057,74.29699707
Tanzania,2006,1.72308003902435,15.0141201019287,3.00991988182068,8.1195545,3.2999999523,,
Tanzania,2009,1.69454002380371,17.4109191894531,3.96076011657715,8.999736,2.5,,
Tanzania,2014,1.71114003658295,17.2971000671387,3.38488006591797,8.68157,2.1199998856,,
Uganda,2013,1.15909004211426,11.7431201934814,1.87920999526978,10.929053,1.9099999666,0.95354998112,73.211883545
Ukraine,2011,0.962239980697632,13.4843196868896,6.16237020492554,14.7992,7.8499999046,1.0002599955,99.974349976
Ukraine,2013,1.16517996788025,13.867639541626,6.67165994644165,14.82953,7.1700000763,1.0002599955,99.974349976
Uruguay,2000,0.78863000869751,8.35916996002197,2.42254996299744,14.20869,12.630000114,1.0081000328,97.789627075
Uruguay,2001,1.04072999954224,9.22963047027588,2.80096006393433,14.68225,15.050000191,1.0081000328,97.789627075
Uruguay,2002,0.765600025653839,7.71265983581543,2.32220005989075,15.08796,16.649999619,1.0081000328,97.789627075
Uruguay,2003,0.643130004405975,6.83626985549927,2.0682098865509,15.5248,16.659999847,1.0081000328,97.789627075
Uruguay,2004,0.811479985713959,8.60923957824707,2.49954009056091,15.5306,12.979999542,1.0081000328,97.789627075
Uruguay,2005,0.917180001735687,9.47097015380859,2.71475005149841,15.21078,12.010000229,1.0081000328,97.789627075
Vietnam,2010,2.01804995536804,17.0566692352295,5.13721990585327,12.486151,1.1100000143,,
Vietnam,2012,1.90210998058319,18.7849903106689,5.53328990936279,12.58703,1.0299999714,,
Vanuatu,2009,2.72032999992371,18.7231502532959,5.16051006317139,10.911664,4.5599999428,1.0053299665,84.699996948
Samoa,2001,1.38660001754761,12.7703304290771,3.82628989219666,12.024886,4.9600000381,,
South Africa,2001,2.28340005874634,20.4720497131348,5.15948009490967,13.128758,30.690000534,1.0106699467,88.717247009
South Africa,2002,2.23663997650146,20.0956993103027,5.06621980667114,13.162294,33.290000916,1.0106699467,88.717247009
South Africa,2003,2.02843999862671,19.5923004150391,4.86485004425049,13.19583,32.310001373,1.0106699467,88.717247009
South Africa,2004,2.05016994476318,19.9346294403076,5.06891012191772,13.229365,29.450000763,1.0106699467,88.717247009
South Africa,2005,2.1745400428772,19.9249897003174,5.06319999694824,13.262901,29.120000839,1.0106699467,88.717247009
South Africa,2006,2.28803992271423,18.0049896240234,5.07256984710693,13.296436,28.340000153,1.0106699467,88.717247009
South Africa,2008,1.98210000991821,17.9063091278076,4.86600017547607,13.363508,19.510000229,1.0106699467,88.717247009
Zambia,2000,0.979960024356842,8.35262012481689,1.78819000720978,8.493095,12.930000305,,
Zambia,2005,1.03712999820709,7.72973012924194,1.73553001880646,10.045182,15.899999619,,
Cuba,2000,2.65822005271912,,7.70481014251709,12.33484,5.4499998093,0.99996000528,99.799072266
Cuba,2001,2.60429000854492,,8.3580904006958,12.61675,4.0799999237,0.99996000528,99.799072266
Cuba,2004,3.26132988929749,,10.2682304382324,14.37173,1.8500000238,0.99996000528,99.799072266
Cuba,2005,3.2003800868988,,10.5577802658081,14.84122,1.9500000477,0.99996000528,99.799072266
Cuba,2006,2.6550600528717,,9.05716991424561,16.119,1.9099999666,0.99996000528,99.799072266
Cuba,2007,3.57695007324219,,11.8682098388672,17.01878,1.7899999619,0.99996000528,99.799072266
Cuba,2008,3.58206009864807,,14.0590801239014,17.48695,1.5800000429,0.99996000528,99.799072266
Cuba,2009,3.34247994422913,,13.1248598098755,17.29542,1.6699999571,0.99996000528,99.799072266
Cuba,2010,3.72729992866516,,12.8373098373413,16.34538,2.5,0.99996000528,99.799072266
Curacao,2013,1.35401999950409,,4.93095016479492,,13.029999733,,
Liechtenstein,2003,0.720009982585907,,2.46013998985291,14.21392,2.1099998951,,
Liechtenstein,2004,0.705709993839264,,2.43333005905151,14.46243,2.4000000954,,
Liechtenstein,2006,0.637329995632172,,2.05380988121033,14.46555,2.4600000381,,
Liechtenstein,2007,0.587270021438599,,1.92119002342224,14.42229,2.0099999905,,
Puerto Rico,2013,1.38118004798889,,6.48108005523682,,14.300000191,,
South Africa,2000,2.50038003921509,17.96668910980225,5.44358015060425,13.095223,29.879999161,1.0106699467,88.717247009
Algeria,2000,1.54446995258331,,,10.993805,29.770000458,0.91575998068,69.873497009
Algeria,2003,1.64054000377655,,,11.74497,23.719999313,0.91575998068,69.873497009
Belgium,2001,1.33229005336761,11.6301403045654,6.43199014663696,18.38311,6.1799998283,,
Belgium,2002,1.33200001716614,11.6301403045654,6.43199014663696,18.42924,6.9099998474,,
Belgium,2003,1.41250002384186,11.6301403045654,6.43199014663696,18.61226,7.6799998283,,
Belgium,2004,1.37953996658325,11.6301403045654,6.43199014663696,18.3641,7.3600001335,,
Belgium,2006,1.3773900270462,11.6301403045654,6.43199014663696,18.94267,8.25,,
Belgium,2007,1.37546002864838,11.6301403045654,6.43199014663696,18.96905,7.4600000381,,
Belgium,2012,1.54683995246887,11.6301403045654,6.43199014663696,19.22763,7.5399999619,,
Belize,2005,2.49234008789063,19.996499697367366,5.959723472595217,12.30353,10.909999847,1.0076400042,76.90297699
Belize,2006,2.56291007995605,17.804379781087235,5.4940767288208034,12.81753,9.3900003433,1.0076400042,76.90297699
Bolivia,2000,2.21570992469788,,,14.71728,4.4699997902,0.97185081244,86.723670959
Bolivia,2002,2.72834992408752,,,13.963053,5.4800000191,0.97185081244,86.723670959
Bolivia,2006,2.21410989761353,,,13.927635,5.0799999237,0.97185081244,86.723670959
Bolivia,2013,2.20580005645752,,,14.574014,2.4400000572,0.97185081244,86.723670959
Bolivia,2014,2.35821008682251,,,14.04904,2.0199999809,0.97185081244,86.723670959
Chile,2012,1.46711003780365,17.64707946777345,4.12164998054504,15.43757,6.6399998665,1.0038299561,95.716621399
Dominican Republic,2004,0.638790011405945,12.42177581787108,1.95706596374512,11.897408,6.3000001907,1.0253499746,86.99646759
Dominican Republic,2005,0.968850016593933,12.33626174926756,1.94630198478699,12.114283,6.5900001526,1.0253499746,86.99646759
Dominican Republic,2008,0.930040001869202,12.25074768066404,1.93553800582886,12.764909,4.7600002289,1.0253499746,86.99646759
Dominican Republic,2009,0.940689980983734,12.16523361206052,1.92477402687073,12.981784,5.4699997902,1.0253499746,86.99646759
France,2000,1.11268997192383,,,14.93727,10.220000267,,
France,2001,1.09072005748749,,,14.85168,8.6099996567,,
France,2002,1.09019005298615,,,14.62264,8.6999998093,,
France,2003,1.07641994953156,,,14.66084,8.3100004196,,
France,2004,1.07892000675201,,,14.6331,8.9099998474,,
France,2005,1.11136996746063,,,15.19083,8.8800001144,,
France,2006,1.09354996681213,,,15.16401,8.8299999237,,
France,2007,1.14122998714447,,,15.09527,8.0100002289,,
France,2008,1.12509000301361,,,15.05336,7.3899998665,,
France,2009,1.15302002429962,,,15.02524,9.1199998856,,
France,2010,1.15930998325348,,,15.13388,9.279999733,,
France,2011,1.14303004741669,,,15.19117,9.2299995422,,
France,2012,1.16949999332428,,,15.26072,9.8400001526,,
Guatemala,2004,0.992860019207001,20.6757755279541,2.98695003986359,9.487517,2.9700000286,0.96309000254,78.264862061
Jordan,2001,2.18221998214722,8.19999980926514,3.40000009536743,12.13573,14.699999809,0.99581998587,89.892318726
Jordan,2002,2.18519997596741,8.19999980926514,3.40000009536743,12.33488,15.300000191,0.99581998587,89.892318726
Jordan,2006,1.86853003501892,8.19999980926514,3.40000009536743,12.63065,14.0,0.99581998587,89.892318726
Jordan,2008,1.74129998683929,8.19999980926514,3.40000009536743,12.54397,12.699999809,0.99581998587,89.892318726
Jordan,2009,1.7024199962616,8.19999980926514,3.40000009536743,12.076725,12.899999619,0.99581998587,89.892318726
Japan,2000,1.2676500082016,,,14.197526,4.75,,
Japan,2001,1.25735998153687,,,14.2620325,5.0199999809,,
Japan,2002,1.27553999423981,,,14.326538,5.3899998665,,
Japan,2003,1.28813004493713,,,14.391044,5.25,,
Japan,2004,1.26930999755859,,,14.455549,4.7300000191,,
Japan,2005,1.24396002292633,,,14.520056,4.4499998093,,
Japan,2006,1.23605000972748,,,14.584561,4.1900000572,,
Japan,2007,1.22800004482269,,,14.649067,3.8900001049,,
Japan,2008,1.2108199596405,,,14.713573,4.0,,
Japan,2010,1.32003998756409,,,14.842585,5.0999999046,,
Japan,2011,1.28881001472473,,,14.907091,4.5500001907,,
Japan,2012,1.28892004489899,,,14.971597,4.3600001335,,
Japan,2013,1.27534997463226,,,15.036102,4.0399999619,,
Japan,2014,1.24485003948212,,,15.100608,3.5899999142,,
Kuwait,2003,1.21657001972198,14.4038600921631,5.136704921722415,13.3011,1.2999999523,1.000970006,93.274459839
Luxembourg,2008,1.13002002239227,,,13.53709,5.0599999428,,
Luxembourg,2009,1.40584003925323,,,13.735846,5.1199998856,,
Luxembourg,2010,1.71164000034332,,,13.9346,4.3600001335,,
Luxembourg,2011,1.69965994358063,,,13.908455,4.9000000954,,
Morocco,2000,2.2836000919342,17.4706401824951,5.34215021133423,8.5552,13.579999924,0.7486500144,52.306259155
Morocco,2001,2.19825005531311,17.4706401824951,5.34215021133423,8.90028,12.460000038,0.7486500144,52.306259155
Morocco,2002,2.30684995651245,17.4706401824951,5.34215021133423,9.33662,11.590000153,0.7486500144,52.306259155
Morocco,2003,2.25655007362366,17.4706401824951,5.34215021133423,9.67756,11.920000076,0.7486500144,52.306259155
Morocco,2005,2.65430998802185,17.4706401824951,5.34215021133423,10.08787,11.010000229,0.7486500144,52.306259155
Morocco,2006,2.19882011413574,17.4706401824951,5.34215021133423,10.10542,9.6700000763,0.7486500144,52.306259155
Morocco,2007,1.72973001003265,17.4706401824951,5.34215021133423,10.37484,9.5600004196,0.7486500144,52.306259155
Morocco,2010,2.14938998222351,17.4706401824951,5.34215021133423,11.0881,9.0900001526,0.7486500144,52.306259155
Morocco,2013,2.28245997428894,17.4706401824951,5.34215021133423,12.128263,9.2299995422,0.7486500144,52.306259155
Nicaragua,2004,1.19795000553131,26.4080009460449,4.48422002792358,10.947373,6.4099998474,1.0414999723,78.002983093
Nicaragua,2006,1.34238004684448,26.4080009460449,4.48422002792358,10.917882,5.3099999428,1.0414999723,78.002983093
New Zealand,2000,1.83850002288818,16.265739440918,6.34243011474609,17.43278,6.1300001144,,
Panama,2007,1.55236995220184,16.4258298873901,3.9593498706817654,12.96391,6.7800002098,0.99059998989,91.899620056
Paraguay,2011,1.50197005271912,18.821480751037598,2.804705023765565,12.615495,4.6700000763,0.99968999624,94.55821991
Trinidad and Tobago,2007,0.853470027446747,13.365332841873151,3.041362524032595,12.695142,5.5399999619,0.99959999323,97.900001526
Trinidad and Tobago,2008,1.03178000450134,12.8205952644348,2.94612503051758,12.888667,4.6300001144,0.99959999323,97.900001526
Trinidad and Tobago,2009,1.49644994735718,12.27585768699645,2.8508875370025653,13.082192,5.2800002098,0.99959999323,97.900001526
Uganda,2009,1.80207002162933,10.92400503158565,1.80703002214432,11.046047,3.5999999046,0.95354998112,73.211883545
United States,2000,1.62372004985809,,,15.447136,3.9900000095,,
United States,2001,1.78498005867004,,,15.510083,4.7300000191,,
United States,2002,1.77037000656128,,,15.5730295,5.7800002098,,
United States,2003,1.76148998737335,,,15.635977,5.9899997711,,
United States,2004,1.76078999042511,,,15.698924,5.5300002098,,
United States,2005,1.64055001735687,,,15.76187,5.0799999237,,
United States,2006,1.72348999977112,,,15.810159,4.6199998856,,
United States,2007,1.73907995223999,,,15.858448,4.6199998856,,
United States,2008,1.7835099697113,,,15.906736,5.7800002098,,
United States,2009,1.76183998584747,,,15.955026,9.25,,
United States,2010,1.75725996494293,,,16.003313,9.6300001144,,
United States,2011,1.65006995201111,,,16.051603,8.9499998093,,
United States,2012,1.6085000038147,,,16.099892,8.0699996948,,
Bangladesh,2000,0.987959980964661,20.4904193878174,2.12508010864258,7.7388535,3.2699999809,1.0,46.663600922
Burundi,2010,3.08516001701355,16.5881004333496,6.77524995803833,10.24675,1.6299999952,0.80462133884,48.084060669
Benin,2001,1.78989005088806,15.3105802536011,2.36509990692139,7.39606,0.86499997976,0.52144730091,34.657848358
Burkina Faso,2010,2.37681007385254,16.1728191375732,3.50222992897034,6.71056,4.0,0.57908165455,23.522199631
Bolivia,2003,2.81489992141724,,,13.585939,3.6299998760000003,0.97185081244,86.723670959
Cameroon,2011,0.998319983482361,14.8677701950073,2.76676988601685,10.60761,3.7300000191000002,0.84456974268,70.67993927
Cambodia,2010,1.08896994590759,7.33747005462646,1.53378999233246,10.747461,0.76999998093,0.96799010038,
Ethiopia,2011,1.45451998710632,29.674430847168,5.48576021194458,8.333,2.25,0.67071294785,
Ghana,2008,1.99076998233795,24.0375003814697,5.75795984268188,10.03231,3.77500009535,0.88759511709,71.497070312
Moldova,2012,1.52513003349304,20.7419700622559,6.98338985443115,13.953076,2.1900000572,0.99839997292,99.359893799
Guinea,2012,1.07662999629974,9.46061038970947,1.83370995521545,8.5584,,0.51945877075,25.307739258
Namibia,2000,4.11007976531982,21.9250602722168,6.901780128479,11.703215,20.299999237,1.0263651609,84.944259644
Niger,2006,2.31666994094849,16.8837699890137,2.55852007865906,3.77789,1.3500000238649998,0.33827984333,30.560390472
Rwanda,2005,1.77057003974915,17.84747982025145,4.09063982963562,9.1715,,0.93798130751,64.88860321
Senegal,2005,2.14773011207581,21.7709693908691,4.0423002243042,6.74774,10.029999733,0.59219920635,41.891151428
Sierra Leone,2008,1.21063995361328,14.9308996200562,2.41317009925842,8.380558,4.6799998283,0.56129384041,32.426170349
Eswatini,2006,3.14334011077881,22.7075691223145,6.55475997924805,11.59588,,1.0509724617,81.660697937
Togo,2014,2.8518500328064,17.3914108276367,4.78455018997192,12.37918,4.2300000191,0.7637963891,53.177600861
Aruba,2000,1.33183002471924,21.8227596282959,4.71468019485474,,6.9200000763,1.0028699636,97.291252136
Argentina,2001,1.83290004730225,16.3559608459473,4.833740234375,16.16996,17.319999695,1.0042300224,97.193313599
Argentina,2006,1.28079998493195,15.5098400115967,4.12821006774902,16.15229,10.079999924,1.0011800528,98.610801697
Argentina,2009,1.60404002666473,16.0206699371338,5.53105020523071,16.67385,8.6499996185,1.0022200346,98.983421326
Argentina,2010,1.52262997627258,15.0479698181152,5.01971006393433,16.96805,7.7100000381,1.0057899952,98.954971313
Argentina,2011,1.59405994415283,15.1585597991943,5.29062986373901,17.17383,7.1799998283,1.0016700029,99.108329773
Argentina,2012,1.62144005298615,14.5182600021362,5.34582996368408,17.10737,7.2199997902,1.0047199726,99.105232239
Argentina,2013,1.6049599647522,14.4579296112061,5.43661022186279,17.09185,7.0999999046,1.000880003,99.121948242
Algeria,2002,1.61837995052338,,,11.52265,25.899999619,0.91575998068,69.873497009
Benin,2002,1.59318995475769,14.1290798187256,2.15949010848999,7.88156,0.68999999762,0.56139999628,34.657848358
Bhutan,2005,1.57959997653961,22.9959201812744,7.28714990615845,9.36593,3.0999999046,0.84911000729,52.814689636
Brazil,2004,1.3082400560379,10.4124298095703,3.97447991371155,13.85001,10.069999695,1.0216499567,88.616241455
Brazil,2006,1.55956995487213,12.4263696670532,4.87060022354126,13.540035,9.6899995804,1.0159100294,89.615226746
Brazil,2007,1.6029599905014,13.2226600646973,4.97425985336304,13.3027,9.279999733,1.0152499676,90.009368896
Brazil,2008,1.68300998210907,14.083399772644,5.26883983612061,13.80421,8.2700004578,1.013710022,90.036621094
Brazil,2009,1.77162003517151,14.7263603210449,5.46355009078979,13.78226,9.4200000763,1.0126299858,90.298210144
Brazil,2011,1.6808500289917,15.2690000534058,5.73741006851196,13.93061,7.5799999237,1.0117399693,91.411239624
Brazil,2012,1.70888996124268,15.7277803421021,5.85510015487671,13.93663,7.25,1.0080100298,91.337852478
Bulgaria,2001,0.705879986286163,9.27773952484131,3.38423991203308,12.89208,19.920000076,0.99796998501,98.203559875
Bulgaria,2011,0.664600014686584,11.1000499725342,3.56503009796143,14.49067,11.260000229,0.99576002359,98.35244751
Burkina Faso,2005,3.15515995025635,19.4941902160645,3.94113993644714,4.65478,4.0,0.65584999323,23.522199631
Burkina Faso,2007,3.0759000778198198,17.8638191223145,4.07983016967773,5.39211,3.2999999523,0.70880997181,28.29365921
Burkina Faso,2014,2.94353008270264,19.3681106567383,4.05329990386963,7.86708,6.4800000191,0.7717499733,34.599399567
Burundi,2008,2.6895899772644,12.6155395507813,5.19290018081665,8.8832445,1.6299999952,0.86049002409,48.084060669
Cameroon,2007,1.24515998363495,21.3793392181396,3.07522988319397,8.96774,3.0599999428,0.86651998758,70.67993927
Cameroon,2010,1.13183999061584,18.7538890838623,2.99365997314453,10.23909,4.1100001335,0.89489001036,71.290512085
Chile,2002,1.68567001819611,17.4505996704102,4.08121013641357,13.46126,10.170000076,1.0038299561,95.716621399
Chile,2008,1.38067996501923,17.4011306762695,3.79242992401123,14.8713,9.2899999619,1.0008200407,97.722450256
Burundi,2000,0.999480009078979,10.7352600097656,2.64547991752625,4.5255637,1.6299999952,0.91645002365,59.303619385
Chile,2009,1.54326999187469,17.0356101989746,4.23064994812012,14.87985,11.31000042,1.0003099442,97.664230347
Chile,2011,1.33236002922058,17.7497406005859,4.04518985748291,15.32625,7.3200001717,1.0039299726,96.703010559
Chile,2013,1.33106005191803,19.6456909179688,4.52942991256714,16.1087,6.1999998093,1.0007799864,96.267059326
Colombia,2004,1.97133004665375,15.4174203872681,4.07934999465942,12.1692,12.739999771,1.0087200403,92.803779602
Benin,2006,1.86346995830536,19.7096099853516,2.56340003013611,9.465629,0.68999999762,0.56111001968,28.702110291
Colombia,2005,1.89511001110077,15.5314502716064,4.02098989486694,12.69103,11.06000042,1.0087200403,92.84866333
