Entity,Year,Government expenditure on primary education as % of GDP (%),Share of education in government expenditure (% of government expenditure),Total Government expenditure on education (% of GDP),Expected Years of Schooling,"Unemployment, total (% of total labor force)","Literacy rate, youth (ages 15-24), gender parity index (GPI).1","Literacy rate, adult total (% of people ages 15 and above).1"
Eritrea,2004,0.726360023021698,5.74184989929199,3.14896988868713,8.07652,,0.80557000637,52.513950348
Eswatini,2001,1.77145004272461,19.6561794281006,4.83824014663696,10.008655,,1.0509724617,81.660697937
Eswatini,2002,1.91180002689362,17.2937698364258,4.44086980819702,9.99248,,1.0509724617,81.660697937
Eswatini,2003,2.16058993339539,22.0638198852539,5.81677007675171,10.31796,,1.0509724617,81.660697937
Eswatini,2004,2.41091990470886,21.1040706634521,5.40160989761353,10.64344,,1.0509724617,81.660697937
Eswatini,2005,2.95783996582031,20.8918590545654,6.48462009429932,10.90016,,1.0509724617,81.660697937
Eswatini,2008,2.52850008010864,21.8132400512695,6.61812019348145,12.051204,,1.0509724617,81.660697937
Eswatini,2009,2.94633007049561,19.3863792419434,6.47135019302368,12.278866,,1.0509724617,81.660697937
Eswatini,2011,4.20350980758667,22.3339290618896,6.86432981491089,12.73419,,1.0509724617,81.660697937
Ethiopia,2009,1.50144994258881,23.5837497711182,4.42207002639771,8.12614,2.25,0.67071294785,
Ethiopia,2010,1.27681994438171,26.3040409088135,4.49659013748169,8.18728,2.25,0.67071294785,
Ethiopia,2012,1.3615700006485,30.5395393371582,5.56678009033203,8.40583,2.25,0.67071294785,
Fiji,2013,1.49681997299194,14.3003902435303,3.88288998603821,14.377655,4.6999998093,,
Gambia,2001,0.669730007648468,8.2052698135376,1.15810000896454,6.610007,,,
Gambia,2002,0.815609991550446,10.9475202560425,1.44291996955872,6.798773,,,
Gambia,2003,0.742449998855591,8.46883964538574,1.36337995529175,6.987539,,,
Gambia,2004,0.632759988307953,5.02954006195068,0.622470021247864,7.1763053,,,
Gambia,2005,0.699989974498749,5.34417009353638,0.691879987716675,7.3650713,,,
Gambia,2006,0.767210006713867,5.36076021194458,0.751630008220673,7.5538373,,,
Gambia,2007,0.819679975509644,7.2975001335144,0.816860020160675,7.742604,,,
Gambia,2008,2.1565101146698,18.8817100524902,2.18129992485046,7.93137,,,
Gambia,2009,1.85539996623993,13.293740272522,1.90813994407654,7.96454,,,
Gambia,2010,2.71334004402161,17.6112308502197,2.56322002410889,7.955,,,
Gambia,2011,2.48821997642517,15.1183300018311,2.50116991996765,8.079072,,,
Gambia,2012,2.45190000534058,13.7955303192139,2.63756990432739,8.20508,,,
Gambia,2013,1.43393003940582,10.2887601852417,1.81839001178741,8.333053,,,
Ghana,2001,2.22397994995117,15.7411098480225,5.35444021224976,7.33359,4.9000000954,0.88759511709,71.497070312
Ghana,2004,2.99180006980896,22.3792495727539,7.53558015823364,7.84439,4.9000000954,0.88759511709,71.497070312
Ghana,2005,2.92828989028931,23.4299602508545,7.42208003997803,8.44274,4.9000000954,0.88759511709,71.497070312
Ghana,2007,1.88931000232697,22.3170204162598,5.51986980438232,9.45383,4.9000000954,0.88759511709,71.497070312
Ghana,2009,1.76191997528076,22.4951305389404,5.31744003295898,10.1371,4.9000000954,0.88759511709,71.497070312
Ghana,2011,3.70317006111145,30.6343097686768,8.14097023010254,10.88036,4.9000000954,0.88759511709,71.497070312
Ghana,2012,2.55829000473022,37.5209617614746,7.91913986206055,11.1386,4.9000000954,0.88759511709,71.497070312
Grenada,2003,1.42870998382568,10.8089895248413,3.92673993110657,16.573185,,,
Guatemala,2000,1.1316100358963,21.2781600952148,3.08808994293213,8.368612,1.8999999762,0.96309000254,78.264862061
Guatemala,2001,1.43606996536255,21.2781600952148,3.08808994293213,8.655272,1.8999999762,0.96309000254,78.264862061
Guatemala,2005,1.06494998931885,21.2781600952148,3.08808994293213,9.760312,1.8999999762,0.96309000254,78.264862061
Guatemala,2007,1.88390004634857,21.2781600952148,3.08808994293213,10.3059,1.8999999762,0.96309000254,78.264862061
Guatemala,2008,1.9040299654007,23.3481597900391,3.23686003684998,10.362089,1.8999999762,0.96309000254,78.264862061
Guinea,2008,0.99481999874115,15.6782598495483,1.58112001419067,8.13427,,0.51945877075,25.307739258
Guinea,2009,1.34100997447968,13.583399772644,2.20725011825562,8.27988,,0.51945877075,25.307739258
Guinea,2011,1.07631003856659,14.2593097686768,2.28742003440857,8.5711,,0.51945877075,25.307739258
Guinea,2013,1.42123997211456,14.1328096389771,2.63421010971069,8.783831,,0.51945877075,25.307739258
Guinea-Bissau,2010,0.870970010757446,9.06923961639404,1.86082005500793,9.625719,,,
Guinea-Bissau,2011,0.936429977416992,10.1997404098511,1.8578599691391,9.735424,,,
Guinea-Bissau,2012,1.1612800359726,14.5397996902466,2.00106000900269,9.845129,,,
Guinea-Bissau,2013,1.51760005950928,16.1913795471191,2.13248991966248,9.954834,,,
Guyana,2003,2.6966700553894,13.8145599365234,6.95590019226074,10.8968,11.81000042,1.0133299828,84.994010925
Guyana,2004,1.77632999420166,11.0807399749756,5.51293992996216,11.102039,11.81000042,1.0133299828,84.994010925
Guyana,2007,1.27359998226166,11.5261602401733,2.39118003845215,10.73397,11.81000042,1.0133299828,84.994010925
Guyana,2010,1.0638899803161599,11.8387203216553,2.40938997268677,10.94889,11.81000042,1.0133299828,84.994010925
Guyana,2011,1.02401995658875,11.7207202911377,2.50669002532959,11.47663,11.81000042,1.0133299828,84.994010925
Guyana,2012,0.975950002670288,10.1866998672485,2.24131989479065,11.43113,11.81000042,1.0133299828,84.994010925
Hong Kong,2001,0.910650014877319,22.4187793731689,3.90370011329651,14.40887,,,
Hong Kong,2002,0.935029983520508,22.2072906494141,4.01554012298584,14.538736,,,
Hong Kong,2003,1.00189995765686,23.2442893981934,4.28529977798462,14.669773,,,
Hong Kong,2004,1.04728996753693,23.1510601043701,4.5589599609375,14.801991,,,
Hong Kong,2005,0.955389976501465,22.4785804748535,4.13463020324707,14.935401,,,
Hong Kong,2006,0.853320002555847,23.282600402832,3.84278988838196,15.070013,,,
Hong Kong,2007,0.741810023784637,22.6377792358398,3.45455002784729,15.205838,,,
Hong Kong,2008,0.697679996490479,22.922399520874,3.26062989234924,15.342888,,,
Hong Kong,2009,0.715139985084534,23.7994709014893,4.39212989807129,15.481173,,,
Hong Kong,2010,0.734669983386993,19.9094104766846,3.51003003120422,15.620704,,,
Hong Kong,2011,0.700940012931824,20.1483306884766,3.41822004318237,15.761493,,,
Hong Kong,2012,0.654560029506683,18.6494808197021,3.50960993766785,15.90355,,,
Hong Kong,2013,0.659730017185211,20.3008003234863,3.76031994819641,16.09333,,,
Hong Kong,2014,0.673460006713867,17.6203994750977,3.57255005836487,16.31943,,,
India,2003,1.28113996982574,12.4107999801636,3.61340999603271,9.12217,2.7300000191,0.80466997623,61.014560699
India,2004,1.19848001003265,11.1968603134155,3.35254001617432,9.386283,2.7300000191,0.80466997623,61.014560699
India,2009,0.856670022010803,11.1912002563477,3.27824997901917,10.41897,2.7300000191,0.80466997623,61.014560699
Iran,2001,1.05006003379822,24.4241695404053,4.07168006896973,11.96055,,,
Iran,2002,1.16367995738983,26.5064296722412,4.48487997055054,11.93974,,,
Iran,2003,1.05587005615234,22.1354694366455,4.36322021484375,11.96312,,,
Iran,2004,0.998009979724884,21.5214500427246,4.29662990570068,11.60905,,,
Iran,2005,0.941699981689453,21.8996906280518,4.05650997161865,11.53783,,,
Iran,2006,1.25466001033783,19.4567794799805,4.28998994827271,11.79074,,,
Iran,2007,1.35713005065918,20.0312805175781,4.59680986404419,12.01554,,,
Iran,2008,1.13059997558594,22.3846092224121,3.91375994682312,12.61374,,,
Iran,2009,1.01357996463776,18.5626201629639,3.84244990348816,12.70824,,,
Iran,2010,0.955420017242432,19.2569103240967,3.70918011665344,12.85377,,,
Iran,2011,0.995649993419647,20.1513805389404,3.48497009277344,13.31479,,,
Iran,2012,0.819239974021912,17.3957901000977,3.16859006881714,14.76997,,,
Iran,2013,0.825890004634857,21.6735000610352,3.06795001029968,14.66059,,,
Iran,2014,0.790840029716492,19.6648693084717,2.80135011672974,14.65942,,,
Jordan,2004,2.19979000091553,8.19999980926514,3.40000009536743,12.79256,14.699999809,0.99581998587,89.892318726
Kenya,2001,3.44050002098084,22.3957099914551,5.20621013641357,8.32012,9.9600000381,0.98535001278,82.2290802
Kenya,2003,4.08832979202271,24.9800891876221,6.49426984786987,8.662881,9.9600000381,0.98535001278,82.2290802
Kenya,2004,4.22208976745605,26.6681499481201,6.79692983627319,9.22259,9.9600000381,0.98535001278,82.2290802
Kiribati,2000,4.34638977050781,15.265419960022,11.1858701705933,10.38837,,,
Kiribati,2001,4.11605978012085,11.5161399841309,11.9881200790405,11.73747,,,
Kuwait,2011,1.30300998687744,18.0141792297363,6.5858302116394,14.020919,0.80000001192,1.000970006,93.274459839
Laos,2002,1.27230000495911,15.2626600265503,2.82522010803223,8.27468,,,
Laos,2005,1.50959002971649,14.1277904510498,2.4140899181366,8.99228,,,
Lesotho,2001,5.73466014862061,23.8489208221436,9.36505031585693,9.59719,35.459999084,1.1299599409,86.254432678
Lesotho,2005,6.36545991897583,32.4049186706543,12.0796604156494,10.96033,35.459999084,1.1299599409,86.254432678
Lesotho,2006,5.56036996841431,28.2338104248047,11.2712802886963,11.27525,35.459999084,1.1299599409,86.254432678
Liberia,2012,0.847180008888245,5.18434000015259,1.77711999416351,9.869304,,0.58581000566,42.941078186
Liechtenstein,2008,0.636330008506775,,2.04836988449097,14.65061,2.1099998951,,
Liechtenstein,2010,1.20111000537872,,2.302204966545105,14.51569,2.1099998951,,
Liechtenstein,2011,0.987150013446808,,2.55604004859924,14.84086,2.1099998951,,
Madagascar,2006,1.92534005641937,15.3241901397705,2.83097004890442,9.17147,2.6199998856,0.9594900012,58.935939789
Madagascar,2007,1.84330999851227,18.0445499420166,2.90274000167847,9.41482,2.6199998856,0.9594900012,58.935939789
Madagascar,2008,1.55915999412537,16.2581405639648,2.55433988571167,9.72314,2.6199998856,0.9594900012,58.935939789
Madagascar,2011,1.30894994735718,19.7796993255615,2.38168001174927,10.13344,2.6199998856,0.9594900012,58.935939789
Malawi,2000,2.77150011062622,16.4977703094482,5.24797010421753,10.34128,1.7400000095,0.94226998091,61.309719086
Malawi,2001,2.03920006752014,16.4977703094482,4.50897979736328,10.66903,1.7400000095,0.94226998091,61.309719086
Malawi,2003,2.31650996208191,16.4977703094482,3.21566009521484,10.296625,1.7400000095,0.94226998091,61.309719086
Malaysia,2006,1.242879986763,16.745569229126,4.48576021194458,12.19969,3.5299999714,1.0006099939,88.687759399
Maldives,2003,2.9059100151062,20.3462009429932,5.32406997680664,12.16391,,1.0012099743,98.397903442
Maldives,2004,2.57487988471985,19.4792404174805,4.66160011291504,12.193391,,1.0012099743,98.397903442
Maldives,2005,2.82121992111206,13.0149803161621,5.0168399810791,12.222873,,1.0012099743,98.397903442
Maldives,2008,2.41445994377136,12.6197099685669,4.470290184021,12.3113165,,1.0012099743,98.397903442
Mali,2008,1.48953998088837,18.0316905975342,3.403559923172,7.13159,6.3499999046,0.60218000412,31.099750519
Mali,2009,1.93517005443573,16.9594097137451,3.86904001235962,7.41195,6.3499999046,0.60218000412,31.099750519
Mali,2012,1.60415995121002,22.4033794403076,3.47949004173279,7.56422,6.3499999046,0.60218000412,31.099750519
Marshall Islands,2002,3.9422299861908,14.8142004013062,8.20897960662842,12.16723,,,
Mauritania,2005,1.22767996788025,13.68274974823,2.33102011680603,7.33284,9.8599996567,0.91684001684,62.068748474
Mauritania,2008,1.51456999778748,13.68274974823,2.33102011680603,7.31708,9.8599996567,0.91684001684,62.068748474
Mauritania,2010,1.71370005607605,13.68274974823,2.33102011680603,7.87829,9.8599996567,0.91684001684,62.068748474
Mauritania,2011,1.38731002807617,13.68274974823,2.33102011680603,7.97796,9.8599996567,0.91684001684,62.068748474
Mongolia,2004,1.0843700170517,13.5944499969482,4.32572984695435,11.79734,7.1999998093,1.0089700222,98.257003784
Mozambique,2006,2.46437001228333,18.5500392913818,3.87146997451782,8.51088,,,
Mozambique,2012,3.15495991706848,19.7018203735352,5.67216014862061,9.39861,,,
Mozambique,2013,3.19123005867004,18.9780902862549,6.1153302192688,9.94022,,,
Namibia,2002,4.06054019927979,21.8368606567383,6.7423300743103,11.77332,22.120000839,1.0263651609,84.944259644
Namibia,2003,3.86066007614136,20.3282108306885,6.13713979721069,11.87379,22.120000839,1.0263651609,84.944259644
Namibia,2005,2.7383599281311,20.965600013732903,6.08442497253418,11.68727,22.120000839,1.0263651609,84.944259644
Namibia,2006,3.67532992362976,21.6029891967773,6.03171014785767,11.5362,22.120000839,1.0263651609,84.944259644
Namibia,2008,3.08643007278442,24.8616104125977,6.40342998504639,11.627481,22.120000839,1.0263651609,84.944259644
Nepal,2000,1.63721001148224,19.1560401916504,2.9751501083374,8.95923,1.3300000429,0.74605000019,48.608970642
Nepal,2002,1.8668999671936,20.4440498352051,3.15283989906311,9.1619,1.3300000429,0.74605000019,48.608970642
Nepal,2003,1.75871002674103,21.312650680542,3.11435008049011,9.22554,1.3300000429,0.74605000019,48.608970642
Nepal,2009,2.93696999549866,19.8729305267334,4.6637601852417,11.06719,1.3300000429,0.74605000019,48.608970642
Nepal,2014,2.38476991653442,18.2812900543213,3.47213006019592,12.59261,1.3300000429,0.74605000019,48.608970642
Niger,2003,1.74466001987457,13.8454999923706,1.93705999851227,3.06016,0.31999999285,0.33827984333,30.560390472
Niger,2007,2.81849002838135,17.3759708404541,3.01462006568909,3.90508,0.31999999285,0.33827984333,30.560390472
Niger,2008,2.53994989395142,16.1773300170898,2.72311997413635,4.13771,0.31999999285,0.33827984333,30.560390472
Niger,2009,2.86999988555908,18.9125099182129,3.33588004112244,4.37436,0.31999999285,0.33827984333,30.560390472
Niger,2010,2.27654004096985,19.0896492004395,2.7219500541687,4.69929,0.31999999285,0.33827984333,30.560390472
Niger,2013,2.6143798828125,18.0767002105713,3.68952989578247,5.44897,0.31999999285,0.33827984333,30.560390472
Oman,2001,1.52521002292633,10.5839900970459,4.02031993865967,10.903794,,1.0077400208,86.939002991
Oman,2002,2.02437996864319,11.0624799728394,4.32506990432739,11.184102,,1.0077400208,86.939002991
Oman,2004,1.93268001079559,10.3164701461792,4.02835988998413,11.603524,,1.0077400208,86.939002991
Oman,2005,1.77744996547699,10.0536403656006,3.51721000671387,11.74264,,1.0077400208,86.939002991
Oman,2009,1.38002002239227,10.949179649353,4.18773984909058,13.37108,,1.0077400208,86.939002991
Oman,2011,1.42044997215271,10.949179649353,4.18773984909058,13.39833,,1.0077400208,86.939002991
Palau,2001,3.37537002563477,15.3078498840332,7.707200050354,14.274636,,,
Philippines,2002,1.72386002540588,14.0689296722412,2.89222002029419,11.58488,3.7000000477,1.0131800175,92.600059509
Rwanda,2007,1.98784995079041,17.7865505218506,3.98742008209229,10.41927,,0.93798130751,64.88860321
Rwanda,2008,1.7244199514389,15.5915098190308,3.50408005714417,10.40192,,0.93798130751,64.88860321
Rwanda,2011,1.50038003921509,15.3433799743652,4.38598012924194,11.43979,,0.93798130751,64.88860321
Rwanda,2013,1.51392996311188,16.8596305847168,4.7449197769165,11.51414,,0.93798130751,64.88860321
Saint Lucia,2003,2.034019947052,15.4221601486206,3.53449010848999,12.28788,,,
Saint Lucia,2004,1.94289004802704,15.0410404205322,3.43646001815796,12.16872,,,
Saint Lucia,2009,1.57968997955322,13.8953199386597,3.0676600933075,12.924667,,,
Saint Lucia,2010,1.73892998695374,14.2020797729492,3.4828999042511,13.086421,,,
Saint Lucia,2011,1.8062299489975,13.8367595672607,3.58823990821838,13.248175,,,
Saint Lucia,2012,1.61124002933502,12.1924495697021,3.27298998832703,13.409929,,,
Saint Lucia,2013,1.7520500421524,13.8478603363037,3.85984992980957,13.571683,,,
Saint Lucia,2014,1.72092998027802,15.3015203475952,3.88069009780884,13.733437,,,
Saint Vincent and the Grenadines,2000,3.84945011138916,30.7891998291016,7.91378021240234,12.77944,,,
Saint Vincent and the Grenadines,2003,3.3886399269104,31.4755096435547,8.63780975341797,13.23294,,,
Saint Vincent and the Grenadines,2005,2.60167002677917,22.5919895172119,6.35080003738403,13.350861,,,
Saint Vincent and the Grenadines,2007,3.09416007995605,20.0384101867676,5.67104005813599,13.562961,,,
Saint Vincent and the Grenadines,2009,2.38399004936218,17.3384990692139,5.68978023529053,13.775061,,,
Saint Vincent and the Grenadines,2010,2.10440993309021,15.4856300354004,5.08522987365723,13.88111,,,
Saint Vincent and the Grenadines,2011,2.16194009780884,15.4856300354004,5.08522987365723,13.987161,,,
Saint Vincent and the Grenadines,2013,2.18025994300842,15.4856300354004,5.08522987365723,14.19926,,,
Saint Vincent and the Grenadines,2014,2.24537992477417,15.4856300354004,5.08522987365723,14.30531,,,
Samoa,2000,1.13243997097015,10.4612998962402,3.58293008804321,12.00415,4.9600000381,,
Samoa,2002,1.75882995128632,12.7938003540039,3.84138989448547,12.045621,4.9600000381,,
Sao Tome and Principe,2013,3.13758993148804,18.8296699523926,5.93969011306763,11.08731,13.590000153,0.99207001925,90.143096924
Sao Tome and Principe,2014,2.16399002075195,12.3246698379517,3.7490599155426,11.57118,13.590000153,0.99207001925,90.143096924
Saudi Arabia,2007,2.22570991516113,,,13.16716,,,
Senegal,2008,2.26799988746643,19.2261390686035,4.02568006515503,7.66066,10.029999733,0.59219920635,41.891151428
Senegal,2010,2.22026991844177,24.046350479126,5.21774005889893,8.05185,10.029999733,0.59219920635,41.891151428
Seychelles,2003,1.76409995555878,12.0431995391846,5.37492990493774,12.29964,4.1100001335,1.0060800314,91.836456299
Sierra Leone,2007,1.33150005340576,19.7502193450928,2.55851006507874,8.0659075,4.6799998283,0.56129384041,32.426170349
Sierra Leone,2009,1.35824000835419,15.8964595794678,2.7781400680542,8.695209,4.6799998283,0.56129384041,32.426170349
Sierra Leone,2010,1.31304001808167,12.8019104003906,2.58863997459412,9.009859,4.6799998283,0.56129384041,32.426170349
Sierra Leone,2011,1.42298996448517,12.4114599227905,2.66890001296997,9.072146,4.6799998283,0.56129384041,32.426170349
Sierra Leone,2012,1.44595003128052,14.1259603500366,2.87204003334045,9.134433,4.6799998283,0.56129384041,32.426170349
Slovakia,2000,0.605629980564117,7.32343006134033,3.86468005180359,13.24777,,,
Slovakia,2001,0.587130010128021,8.68671989440918,3.93569993972778,13.21651,,,
Slovakia,2002,0.58364999294281,9.34152030944824,4.24539995193481,13.51883,,,
Slovakia,2003,0.630490005016327,10.4251499176025,4.20956993103027,13.72306,,,
Slovakia,2004,0.550390005111694,10.8155403137207,4.10157012939453,13.93458,,,
Slovakia,2005,0.647480010986328,9.46469974517822,3.75995993614197,14.20277,,,
Slovakia,2006,0.655510008335114,9.55078029632568,3.70770001411438,14.42905,,,
Slovakia,2007,0.65310001373291,9.6843900680542,3.52321004867554,14.73155,,,
Slovakia,2008,0.635959982872009,9.51928997039795,3.52165007591248,14.87457,,,
Slovakia,2009,0.740400016307831,9.02198028564453,4.00641012191772,14.94666,,,
Slovakia,2010,0.852479994297028,9.59832000732422,4.07897996902466,14.99321,,,
Slovakia,2011,0.756609976291656,9.42658042907715,3.92466998100281,14.94832,,,
Slovakia,2012,0.736679971218109,9.38741970062256,3.86286997795105,14.95083,,,
Slovakia,2013,0.806990027427673,9.57987022399902,4.07135009765625,14.9328,,,
South Korea,2001,1.28898000717163,,,15.68308,,,
South Korea,2002,1.28796994686127,,,15.72852,,,
South Korea,2003,1.45617997646332,,,15.91106,,,
South Korea,2004,1.46447002887726,,,16.1005,,,
South Korea,2005,1.38094997406006,,,16.30055,,,
South Korea,2006,1.31614995002747,,,16.44426,,,
South Korea,2007,1.25936996936798,,,16.65792,,,
South Korea,2008,1.36725997924805,,,16.73542,,,
South Korea,2009,1.52400004863739,,,16.77609,,,
South Korea,2012,1.38689005374908,,,16.74005,,,
South Korea,2013,1.3881299495697,,,16.65021,,,
South Sudan,2011,0.503709971904755,3.95070004463196,0.962890028953552,5.005798,,,
Syria,2000,2.12479996681213,16.8260707855225,5.04693984985352,10.059932,,,
Syria,2002,2.23973989486694,16.8260707855225,5.04693984985352,10.21818,,,
Syria,2007,2.08571004867554,18.9259300231934,4.87197017669678,11.50832,,,
Syria,2009,1.99423003196716,19.1840496063232,5.13013982772827,11.51061,,,
Syria,2012,2.33421993255615,19.1840496063232,5.13013982772827,12.91643,,,
Tanzania,2004,2.8725700378418,19.492639541626,3.56122994422913,7.532767,3.2999999523,,
Tanzania,2005,2.58312010765076,18.1431407928467,3.54625010490417,7.826161,3.2999999523,,
Tanzania,2007,1.98734998703003,19.4317398071289,4.03342008590698,8.412949,3.2999999523,,
Tanzania,2008,1.93197000026703,18.7784099578857,4.18591022491455,8.706343,3.2999999523,,
Timor,2011,6.7944598197937,7.65089988708496,10.0756998062134,13.00276,,,
Timor,2012,4.2076997756958,5.53769016265869,7.24186992645264,12.9379,,,
Timor,2013,3.8817400932312,5.89317989349365,5.66715002059937,12.65309,,,
Timor,2014,4.98121023178101,6.77287006378174,7.51547002792358,12.51745,,,
Togo,2001,2.0683000087738,25.7313594818115,3.76704001426697,9.91039,4.2300000191,0.7637963891,53.177600861
Togo,2002,2.01985001564026,30.7000293731689,3.48744988441467,10.051455,4.2300000191,0.7637963891,53.177600861
